loan_id,customer_id,institution_id,loan_amount,loan_status,interest_rate,loan_tenure_months,application_date,disbursement_date,maturity_date,emi_amount,purpose_of_loan
2392,3080,1354,285436.6563,Active,11.19999981,60,30-09-2022,12-10-2022,16-09-2027,6234.720215,Living Expenses
2393,4910,4882,401544.8125,Active,14.36999989,60,18-07-2023,29-07-2023,02-07-2028,9420.709961,Equipment & Books
2394,4910,2082,415940.5,Defaulted,16.37999916,36,30-07-2023,17-08-2023,01-08-2026,14700.75,Course Fees + Living
2395,1111,4539,393422.3438,Active,12.28999996,72,20-06-2024,25-07-2024,24-06-2030,7750.370117,Equipment & Books
2396,1111,2767,827645.25,Active,12.43999958,84,24-02-2025,06-04-2025,29-02-2032,14803.76953,Course Fees
2397,593,1491,557276.0625,Active,9.020000458,60,11-07-2024,25-08-2024,30-07-2029,11573.07031,Living Expenses
2398,593,3538,608671.0625,Active,10.98999977,96,22-06-2024,05-07-2024,24-05-2032,9559.040039,Course Fees
2399,4287,477,520682.5625,Active,11.64000034,60,20-06-2022,01-07-2022,05-06-2027,11487.16016,Course Fees + Living
2400,4287,1836,411080.1563,Overdue,14.05000019,72,25-10-2023,06-12-2023,04-11-2029,8481.459961,Hostel Fees
2401,4774,3088,558346.0625,Active,14.26000023,48,26-12-2023,13-01-2024,23-12-2027,15330.00977,Course Fees
2402,4774,1567,765731.375,Active,14.43000031,72,02-10-2021,28-10-2021,27-09-2027,15953.79004,Course Fees
2403,4315,1322,196110.5938,Active,10.35999966,60,27-11-2023,09-12-2023,12-11-2028,4201.819824,Course Fees + Living
2404,4315,472,356638.6875,Active,9.789999962,84,25-11-2024,13-12-2024,07-11-2031,5881.810059,Course Fees + Living
2405,1746,1105,614461.8125,Active,15.35999966,96,10-06-2023,05-07-2023,24-05-2031,11154.21973,Course Fees + Living
2406,1746,4837,379658.4063,Active,16.28000069,72,21-04-2024,17-05-2024,16-04-2030,8293.980469,Course Fees + Living
2407,296,1301,767021.875,Active,16.45000076,60,19-04-2024,13-05-2024,17-04-2029,18834.69922,Course Fees + Living
2408,296,1289,318475.875,Defaulted,15.40999985,96,29-06-2024,26-07-2024,14-06-2032,5791.720215,Course Fees + Living
2409,1003,3380,245270.9844,Active,14.76000023,48,12-11-2022,18-12-2022,27-11-2026,6796.450195,Living Expenses
2410,1003,4786,181840.7344,Active,13.18999958,36,19-02-2025,04-04-2025,19-03-2028,6143.589844,Course Fees
2411,1435,4695,545574.6875,Active,9.300000191,96,02-04-2023,15-05-2023,03-04-2031,8078.939941,Course Fees + Living
2412,1435,737,786151.875,Active,9.050000191,72,22-02-2023,02-04-2023,01-03-2029,14190.78027,Course Fees
2413,2192,947,256621.7188,Overdue,13.42000008,72,15-10-2021,19-11-2021,19-10-2027,5208.109863,Equipment & Books
2414,2192,3794,215265.0625,Active,14.43999958,96,10-02-2024,14-03-2024,01-02-2032,3793.22998,Course Fees + Living
2415,553,262,499593.5625,Active,15.35999966,60,07-01-2024,13-02-2024,17-01-2029,11979.37988,Hostel Fees
2416,553,4163,150000,Active,13.93999958,48,15-09-2023,19-10-2023,28-09-2027,4094.159912,Living Expenses
2417,2144,2750,244842.75,Active,16.95000076,60,01-12-2024,19-12-2024,23-11-2029,6078.27002,Course Fees + Living
2418,2144,657,583997.0625,Active,15.72000027,84,15-12-2023,01-01-2024,25-11-2030,11506.84961,Course Fees + Living
2419,1338,534,261863.3438,Active,13,60,09-04-2024,05-05-2024,09-04-2029,5958.149902,Course Fees + Living
2420,1338,4329,450520,Active,12.14999962,84,18-10-2023,16-11-2023,10-10-2030,7989.740234,Course Fees + Living
2421,4804,3527,345389.1563,Active,13.02999973,60,19-10-2024,17-11-2024,22-10-2029,7863.089844,Course Fees
2422,4804,3346,558649.875,Active,16.57999992,72,07-03-2023,17-04-2023,16-03-2029,12298.63965,Course Fees
2423,46,4802,460144.1875,Active,13,84,08-09-2024,19-09-2024,14-08-2031,8371.110352,Living Expenses
2424,46,3236,233258.4844,Active,12,60,03-01-2024,07-02-2024,11-01-2029,5188.879883,Course Fees + Living
2425,1281,1331,430514.7813,Active,9.460000038,96,02-12-2022,27-12-2022,15-11-2030,6411.100098,Course Fees + Living
2426,1281,2774,150000,Active,9.989999771,36,20-06-2023,12-07-2023,26-06-2026,4839.290039,Course Fees + Living
2427,2709,3800,569367.875,Closed,11.32999992,36,16-12-2021,26-01-2022,10-01-2025,18728.51953,Course Fees + Living
2428,2709,1819,393738.125,Defaulted,12.46000004,96,27-01-2023,08-02-2023,28-12-2030,6498.910156,Course Fees
2429,1953,1757,302092.9375,Active,11.32999992,48,14-03-2025,20-04-2025,30-03-2029,7856.819824,Course Fees + Living
2430,1953,2537,199312.25,Active,10.52999973,96,22-05-2025,20-06-2025,09-05-2033,3080.389893,Course Fees
2431,1298,3581,368838.75,Active,15.5,72,08-10-2022,05-11-2022,04-10-2028,7899.27002,Course Fees + Living
2432,1298,2137,197015.6094,Defaulted,14.27999973,60,20-08-2021,03-10-2021,07-09-2026,4612.75,Course Fees
2433,644,4751,821517.5625,Active,11.14000034,84,11-12-2023,21-12-2023,14-11-2030,14127.61035,Course Fees + Living
2434,644,3470,302660.0938,Active,12.32999992,84,13-03-2025,14-04-2025,08-03-2032,5396.299805,Hostel Fees
2435,1356,3618,864821.75,Active,11.48999977,60,14-10-2024,30-10-2024,04-10-2029,19013.2207,Course Fees
2436,1356,3982,581060.125,Active,9.260000229,96,30-12-2023,12-02-2024,01-01-2032,8589.719727,Course Fees + Living
2437,1068,4609,312394.9688,Overdue,11.98999977,84,09-01-2024,30-01-2024,24-12-2030,5513.290039,Course Fees
2438,1068,4191,330022.4063,Active,10.5,96,17-09-2021,20-10-2021,08-09-2029,5096.25,Course Fees + Living
2439,539,141,250576.0625,Active,16.10000038,72,15-01-2024,07-02-2024,06-01-2030,5448.910156,Course Fees + Living
2440,539,1883,413995.9063,Defaulted,15.77000046,60,01-08-2022,24-08-2022,29-07-2027,10016,Course Fees
2441,2226,3241,273383.75,Defaulted,13.52999973,96,27-04-2025,22-05-2025,10-04-2033,4675.97998,Course Fees
2442,2226,1268,299834.7188,Defaulted,11.27999973,48,10-10-2023,25-10-2023,04-10-2027,7790.310059,Course Fees
2443,1213,4747,374202.375,Active,14.35000038,48,27-10-2021,22-11-2021,01-11-2025,10290.79004,Course Fees + Living
2444,1213,121,282483.6563,Active,11.21000004,96,30-09-2023,22-10-2023,10-09-2031,4469.009766,Course Fees
2445,163,4573,775727.75,Active,11.14999962,48,08-05-2024,13-06-2024,23-05-2028,20106.11914,Course Fees + Living
2446,163,4379,238006.125,Active,11.72000027,96,16-04-2024,29-04-2024,18-03-2032,3831.98999,Equipment & Books
2447,3952,27,408525.7188,Active,10.06000042,60,19-07-2022,10-08-2022,15-07-2027,8692.740234,Course Fees + Living
2448,3952,3537,688921.5,Active,10.51000023,84,01-01-2022,07-02-2022,01-01-2029,11618.23047,Course Fees + Living
2449,2444,2542,210064.2969,Overdue,16.12999916,84,16-04-2023,28-05-2023,21-04-2030,4187.890137,Course Fees
2450,2444,3837,919510.3125,Active,13.05000019,84,07-09-2022,23-09-2022,17-08-2029,16755.14063,Course Fees
2451,3887,1242,873777.375,Defaulted,12.14000034,84,29-11-2023,13-12-2023,06-11-2030,15488.12988,Living Expenses
2452,3887,1798,498589.2188,Active,12.92000008,96,20-08-2021,09-09-2021,29-07-2029,8356.269531,Course Fees + Living
2453,452,495,170019.9063,Active,13.84000015,72,12-03-2025,09-04-2025,09-03-2031,3489.01001,Course Fees + Living
2454,452,1291,170019.9063,Active,16.53000069,36,10-08-2022,31-08-2022,15-08-2025,6021.910156,Living Expenses
2455,4076,2361,349456.5,Active,12.86999989,60,26-11-2023,22-12-2023,25-11-2028,7928.629883,Course Fees
2456,4076,931,364397,Active,12.06000042,96,19-03-2024,16-04-2024,05-03-2032,5934.330078,Course Fees
2457,4051,2744,393645.4063,Active,15.86999989,72,06-10-2022,23-10-2022,21-09-2028,8510.519531,Course Fees
2458,4051,2162,249377.4219,Active,15.52000046,72,26-10-2024,30-11-2024,30-10-2030,5343.620117,Course Fees + Living
2459,642,4802,449419.6563,Active,11.76000023,84,29-04-2024,05-06-2024,30-04-2031,7875.790039,Course Fees
2460,642,4725,303084.8438,Active,11.35000038,60,10-10-2022,20-11-2022,25-10-2027,6642.089844,Course Fees
2461,471,183,214261.4844,Active,15.03999996,84,21-07-2023,02-08-2023,26-06-2030,4139.910156,Course Fees
2462,471,3476,459361,Active,16.59000015,60,27-10-2024,18-11-2024,23-10-2029,11314.92969,Course Fees
2463,3067,2215,883072.5625,Active,13.55000019,60,28-04-2025,02-06-2025,07-05-2030,20343.08008,Living Expenses
2464,3067,2609,376701.6875,Active,16.37999916,96,01-12-2021,19-12-2021,07-11-2029,7064.080078,Living Expenses
2465,904,2209,221661.3438,Active,12.96000004,96,21-10-2022,22-11-2022,11-10-2030,3720.040039,Course Fees + Living
2466,904,4980,199241.3906,Active,14.46000004,84,25-12-2021,24-01-2022,18-12-2028,3785.110107,Course Fees
2467,3849,4765,372028.75,Closed,15.39999962,36,01-04-2022,12-04-2022,27-03-2025,12968.82031,Hostel Fees
2468,3849,4789,269144.2188,Active,15.43999958,36,30-01-2024,17-02-2024,01-02-2027,9388.660156,Course Fees + Living
2469,1248,1844,295805.625,Active,9.010000229,96,29-07-2024,25-08-2024,14-07-2032,4334.5,Course Fees
2470,1248,54,278608.875,Active,9.539999962,48,14-08-2022,16-09-2022,26-08-2026,7005.459961,Living Expenses
2471,873,733,282727.3438,Active,13.15999985,60,28-08-2021,27-09-2021,01-09-2026,6455.930176,Course Fees
2472,873,1550,239844.375,Active,13.47999954,84,06-11-2023,04-12-2023,28-10-2030,4425.709961,Course Fees + Living
2473,2953,4591,305362.5,Active,15.97999954,96,02-05-2022,27-05-2022,15-04-2030,5654.069824,Course Fees + Living
2474,2953,3250,339855.9375,Active,16.40999985,96,30-01-2024,11-03-2024,29-01-2032,6378.790039,Equipment & Books
2475,3344,4788,434212.5625,Active,11.28999996,60,09-04-2023,29-04-2023,02-04-2028,9503.30957,Course Fees
2476,3344,2745,907264.375,Active,11.42000008,84,17-10-2022,26-11-2022,20-10-2029,15733.57031,Course Fees
2477,2897,2243,320700.625,Active,13.84000015,96,08-05-2025,28-05-2025,16-04-2033,5541.089844,Course Fees
2478,2897,4223,429355.3438,Overdue,13.31000042,48,29-08-2023,04-10-2023,13-09-2027,11585.29004,Course Fees + Living
2479,3499,31,229850.3906,Active,12.46000004,36,17-07-2024,17-08-2024,02-08-2027,7684.859863,Course Fees + Living
2480,3499,583,209074.1719,Active,11.43000031,84,24-02-2025,23-03-2025,15-02-2032,3627.590088,Course Fees + Living
2481,4174,3126,334699.8125,Active,15.68000031,36,16-10-2024,13-11-2024,29-10-2027,11714.33984,Course Fees + Living
2482,4174,1940,240691.3906,Active,15.35999966,48,24-01-2023,09-03-2023,16-02-2027,6742.72998,Course Fees
2483,2914,889,354364.6563,Active,11.32999992,48,12-02-2023,24-02-2023,03-02-2027,9216.179688,Course Fees
2484,2914,4967,429418,Active,10.97000027,84,06-07-2024,18-07-2024,12-06-2031,7345.310059,Course Fees + Living
2485,909,4757,280876.0938,Active,11.17000008,72,25-04-2022,09-05-2022,07-04-2028,5371.149902,Course Fees + Living
2486,909,1549,716824.375,Active,10.68000031,72,08-03-2023,21-03-2023,17-02-2029,13526.20996,Course Fees
2487,4332,2756,212387.2344,Active,11.11999989,60,21-04-2022,09-05-2022,13-04-2027,4630.850098,Living Expenses
2488,4332,170,361839.7813,Overdue,10.68999958,72,03-06-2023,10-07-2023,08-06-2029,6829.950195,Course Fees + Living
2489,2563,1797,376037.125,Active,11.21000004,48,18-09-2021,11-10-2021,20-09-2025,9757.209961,Course Fees
2490,2563,1834,388581.4688,Active,9.829999924,48,22-05-2023,18-06-2023,28-05-2027,9824.139648,Course Fees + Living
2491,1375,519,445900.6875,Active,13.27999973,36,31-12-2024,30-01-2025,15-01-2028,15084.12012,Course Fees
2492,1375,4247,309455.4063,Active,14.35000038,84,31-03-2023,24-04-2023,18-03-2030,5859.069824,Living Expenses
2493,4504,611,793839.5,Defaulted,12.26000023,60,01-10-2024,13-10-2024,17-09-2029,17763.30078,Course Fees
2494,4504,1931,398340.3438,Overdue,11.89999962,36,13-11-2024,20-12-2024,05-12-2027,13210.94043,Course Fees + Living
2495,2438,312,614924.6875,Active,11.64000034,60,09-03-2022,14-04-2022,19-03-2027,13566.16016,Course Fees + Living
2496,2438,1776,542971.625,Active,10.10000038,36,14-10-2024,27-10-2024,12-10-2027,17546.7207,Course Fees + Living
2497,2834,1611,200163.4063,Active,14.27999973,72,01-09-2023,04-10-2023,02-09-2029,4154.819824,Course Fees + Living
2498,2834,4589,257069.0156,Active,11.72999954,60,07-07-2023,25-07-2023,28-06-2028,5683.899902,Course Fees
2499,1225,1159,233906.0625,Active,13.94999981,48,13-04-2023,07-05-2023,16-04-2027,6386.47998,Course Fees
2500,1225,1608,455366.125,Active,12.32999992,60,07-01-2025,31-01-2025,05-01-2030,10205.92969,Course Fees + Living
2501,3575,1853,675125.25,Active,14.5,36,18-07-2022,10-08-2022,25-07-2025,23239.50977,Course Fees
2502,3575,4666,332583.5,Active,16.62999916,36,11-10-2022,14-11-2022,29-10-2025,11795.7002,Course Fees + Living
2503,4928,4385,335527.9375,Active,12.30000019,96,01-08-2023,06-09-2023,26-07-2031,5509.029785,Living Expenses
2504,4928,3041,322227.0938,Active,11.31000042,36,07-01-2025,26-01-2025,11-01-2028,10596.82031,Course Fees + Living
2505,1785,467,321248.3438,Active,10.13000011,48,21-05-2024,22-06-2024,01-06-2028,8168.339844,Course Fees
2506,1785,817,848904.1875,Active,9.460000038,84,02-08-2024,27-08-2024,22-07-2031,13858.19043,Course Fees + Living
2507,63,2052,160912.8438,Defaulted,12.23999977,48,06-01-2022,21-01-2022,31-12-2025,4256.649902,Equipment & Books
2508,63,4517,497217.1563,Active,12.28999996,48,03-03-2023,21-03-2023,28-02-2027,13164.95996,Course Fees
2509,3048,2270,376573.6875,Active,12.11999989,96,17-12-2021,29-12-2021,17-11-2029,6145.390137,Course Fees + Living
2510,3048,1556,186221.9375,Active,13.71000004,72,26-06-2022,30-07-2022,28-06-2028,3808.76001,Course Fees + Living
2511,2686,3350,150000,Active,13.52000046,96,13-08-2022,26-08-2022,15-07-2030,2565.22998,Living Expenses
2512,2686,2833,296730.4063,Active,13.60999966,96,09-06-2024,20-06-2024,09-05-2032,5089.660156,Course Fees + Living
2513,4454,2117,337957.0625,Active,13.18000031,96,05-09-2022,19-10-2022,07-09-2030,5714.439941,Course Fees + Living
2514,4454,2101,343584.375,Active,14.80000019,72,09-04-2022,20-05-2022,18-04-2028,7228.330078,Equipment & Books
2515,3018,1915,398498.9688,Active,14.65999985,48,04-11-2021,21-11-2021,31-10-2025,11021.46973,Course Fees + Living
2516,3018,485,357201.25,Active,13.98999977,72,13-11-2023,17-12-2023,15-11-2029,7357.600098,Living Expenses
2517,4031,4318,840789.25,Defaulted,14.55000019,60,31-08-2022,08-10-2022,12-09-2027,19802.34961,Course Fees
2518,4031,3792,398624.25,Active,16.67000008,96,08-12-2021,09-01-2022,28-11-2029,7544.140137,Course Fees
2519,2987,401,209611.7656,Active,11.22999954,84,28-11-2024,26-12-2024,20-11-2031,3614.149902,Course Fees + Living
2520,2987,66,263471.1563,Active,12.97999954,60,25-07-2021,22-08-2021,27-07-2026,5992.029785,Course Fees + Living
2521,2415,3675,268314.75,Active,12.22999954,72,30-09-2023,06-11-2023,05-10-2029,5277.310059,Course Fees + Living
2522,2415,327,264350.0313,Active,12.03999996,84,26-09-2021,31-10-2021,24-09-2028,4671.810059,Living Expenses
2523,690,2472,257494.9375,Active,12.52000046,60,30-03-2025,30-04-2025,04-04-2030,5795.669922,Course Fees + Living
2524,690,1080,225446.6406,Overdue,13.86999989,84,21-12-2021,27-01-2022,21-12-2028,4208.47998,Course Fees
2525,612,4510,238313.9531,Active,13.72000027,48,31-05-2024,15-07-2024,24-06-2028,6479.22998,Living Expenses
2526,612,3370,150000,Active,13.35999966,60,24-02-2022,23-03-2022,25-02-2027,3441.050049,Living Expenses
2527,708,1081,509894.1563,Overdue,13.56999969,48,17-09-2021,15-10-2021,24-09-2025,13823.4502,Course Fees
2528,708,4766,423848.7813,Active,11.15999985,96,27-02-2022,06-04-2022,23-02-2030,6693.910156,Living Expenses
2529,1598,332,183031.8281,Overdue,11.15999985,60,19-07-2024,31-07-2024,05-07-2029,3994,Equipment & Books
2530,1598,4560,327053.6875,Active,12.38000011,72,26-08-2022,12-09-2022,11-08-2028,6458.27002,Course Fees
2531,266,1803,589642.4375,Active,11.60000038,60,30-03-2022,09-05-2022,13-04-2027,12996.12012,Course Fees
2532,266,3799,605503.375,Active,11.10999966,96,18-09-2021,31-10-2021,19-09-2029,9548.980469,Course Fees + Living
2533,4217,2633,201686.2656,Active,10.27000046,48,06-04-2025,03-05-2025,12-04-2029,5141.899902,Living Expenses
2534,4217,1021,317511.875,Active,11.31000042,60,07-02-2023,23-03-2023,25-02-2028,6952.939941,Course Fees + Living
2535,397,2866,833705.875,Active,10.31999969,72,31-08-2023,08-10-2023,06-09-2029,15579.75,Course Fees
2536,397,121,351274.7813,Closed,11.10000038,36,07-06-2022,19-06-2022,03-06-2025,11516.75977,Course Fees
2537,27,4608,327554.6875,Active,12.17000008,96,17-08-2021,28-09-2021,17-08-2029,5354.839844,Course Fees + Living
2538,27,867,693460.4375,Overdue,12.71000004,84,25-10-2024,30-11-2024,25-10-2031,12505.41992,Course Fees + Living
2539,1981,2285,413511.7188,Active,9.050000191,84,28-02-2025,31-03-2025,23-02-2032,6664.290039,Course Fees + Living
2540,1981,2258,640467.3125,Active,11.39999962,84,24-03-2022,08-04-2022,02-03-2029,11101.91992,Course Fees
2541,3534,4567,357875.4063,Active,14.52000046,96,16-10-2023,04-11-2023,23-09-2031,6323.959961,Course Fees
2542,3534,1338,479751.7813,Active,16.97999954,84,06-01-2022,18-02-2022,12-01-2029,9797.910156,Course Fees + Living
2543,2333,1629,275497.5,Active,12.71000004,96,23-10-2024,06-12-2024,25-10-2032,4585.77002,Course Fees + Living
2544,2333,1825,585275.4375,Active,13.32999992,72,01-12-2023,29-12-2023,27-11-2029,11849.59961,Living Expenses
2545,4760,2856,483864.9063,Active,14.18999958,84,24-11-2023,19-12-2023,12-11-2030,9117.610352,Course Fees
2546,4760,2782,339259.1875,Active,15.14999962,96,12-06-2024,02-07-2024,21-05-2032,6118.069824,Course Fees
2547,4364,845,357955.1875,Active,11.19999981,96,04-03-2022,25-03-2022,11-02-2030,5661.819824,Course Fees
2548,4364,3360,316804.0938,Active,12.85000038,36,24-01-2025,08-02-2025,24-01-2028,10652.16992,Course Fees + Living
2549,724,1062,429233.0938,Active,9.630000114,60,30-10-2024,12-11-2024,17-10-2029,9041.009766,Course Fees
2550,724,253,276659.5,Active,9.649999619,48,14-09-2024,15-10-2024,24-09-2028,6970.790039,Course Fees
2551,2214,4886,419149,Active,11.98999977,48,11-09-2024,17-10-2024,26-09-2028,11036.5498,Course Fees + Living
2552,2214,2628,556295.875,Active,10.53999996,84,11-07-2023,30-07-2023,23-06-2030,9390.05957,Course Fees
2553,4023,3849,150000,Closed,9.899999619,36,03-02-2022,13-03-2022,25-02-2025,4832.839844,Course Fees
2554,4023,2107,601773.1875,Active,11.01000023,72,03-11-2024,15-11-2024,15-10-2030,11456.94043,Course Fees + Living
2555,3420,3935,516943.8125,Active,11.06000042,48,02-01-2024,09-02-2024,19-01-2028,13376.57031,Course Fees + Living
2556,3420,4588,372136.375,Active,13.64999962,84,11-05-2022,19-06-2022,13-05-2029,6902.839844,Course Fees
2557,4461,3360,317317.5938,Active,11.05000019,72,05-11-2021,16-12-2021,15-11-2027,6048.319824,Course Fees
2558,4461,3873,449665.9688,Active,11.35000038,84,23-05-2022,02-06-2022,26-04-2029,7782.5,Course Fees + Living
2559,3102,4519,552910.75,Defaulted,15.97000027,96,10-08-2024,28-08-2024,17-07-2032,10234.7002,Course Fees + Living
2560,3102,883,552910.75,Defaulted,15.40999985,72,17-04-2025,12-05-2025,11-04-2031,11815.74023,Hostel Fees
2561,2791,4385,337043.2188,Defaulted,10.38000011,60,26-07-2024,08-09-2024,13-08-2029,7223.52002,Equipment & Books
2562,2791,2393,314295.1875,Active,10.06999969,72,14-01-2025,07-02-2025,07-01-2031,5833.609863,Course Fees
2563,2654,4397,435791.4688,Active,11.92000008,72,08-08-2024,04-09-2024,04-08-2030,8500.919922,Course Fees
2564,2654,2593,237535.6563,Active,11.18000031,48,15-10-2021,28-10-2021,07-10-2025,6160.089844,Course Fees
2565,691,2136,199003.0156,Overdue,15.44999981,36,04-10-2021,17-10-2021,01-10-2024,6942.169922,Course Fees + Living
2566,691,1652,321621,Active,16.29000092,60,06-12-2024,03-01-2025,08-12-2029,7870.819824,Course Fees
2567,655,4462,485272.875,Active,11.55000019,60,19-01-2022,25-02-2022,30-01-2027,10685.05957,Course Fees + Living
2568,655,1718,313967.2813,Active,11.28999996,60,19-11-2022,01-01-2023,06-12-2027,6871.879883,Course Fees
2569,2907,3822,318276.9063,Active,9.640000343,36,18-03-2024,23-04-2024,08-04-2027,10216.67969,Equipment & Books
2570,2907,1532,513956.875,Active,9.210000038,36,26-02-2023,11-03-2023,23-02-2026,16394.74023,Course Fees + Living
2571,760,1230,419860.4375,Closed,9.710000038,36,15-05-2022,15-06-2022,30-05-2025,13490.87012,Course Fees + Living
2572,760,4984,407285.9688,Defaulted,9.279999733,48,29-03-2024,02-05-2024,11-04-2028,10189.65039,Course Fees
2573,1079,420,327061.1563,Overdue,13.78999996,48,23-07-2022,26-08-2022,05-08-2026,8903.639648,Course Fees
2574,1079,3981,270741.3125,Active,11.31000042,72,15-05-2022,23-06-2022,22-05-2028,5196.160156,Course Fees + Living
2575,3769,3522,257304.8438,Defaulted,12.27999973,96,19-03-2025,11-04-2025,28-02-2033,4222.029785,Living Expenses
2576,3769,261,382491.9063,Closed,12.93999958,36,06-04-2022,07-05-2022,21-04-2025,12877.12988,Course Fees + Living
2577,2963,4141,790858.625,Active,10.47999954,72,25-12-2021,19-01-2022,19-12-2027,14844.71973,Living Expenses
2578,2963,4761,532748.5,Active,9.069999695,96,29-12-2022,04-02-2023,24-12-2030,7823.279785,Course Fees + Living
2579,1526,1163,408864.1875,Defaulted,12.90999985,36,21-08-2023,15-09-2023,30-08-2026,13758.71973,Course Fees + Living
2580,1526,4103,309406.125,Active,13.06999969,96,13-12-2024,03-01-2025,22-11-2032,5211.629883,Course Fees + Living
2581,4912,840,282021.2188,Active,12.11999989,72,11-11-2023,23-12-2023,21-11-2029,5530.47998,Living Expenses
2582,4912,4084,709191.125,Active,13.48999977,84,22-12-2021,04-02-2022,29-12-2028,13091.48047,Course Fees + Living
2583,1795,4200,317504.2813,Active,14.02000046,48,26-11-2023,19-12-2023,28-11-2027,8679.269531,Living Expenses
2584,1795,69,397831.625,Active,14.02999973,60,16-06-2022,09-07-2022,13-06-2027,9263.469727,Course Fees
2585,1575,4252,336749.125,Active,13.89999962,48,22-09-2021,07-10-2021,16-09-2025,9185.959961,Course Fees + Living
2586,1575,2808,397184.0938,Active,13.17000008,48,25-02-2025,09-04-2025,19-03-2029,10689.59961,Equipment & Books
2587,3424,2214,307499.8125,Active,13.77000046,72,30-04-2025,29-05-2025,28-04-2031,6298.569824,Course Fees
2588,3424,3732,420289.3438,Active,11.10000038,60,07-10-2021,28-10-2021,02-10-2026,9158.959961,Hostel Fees
2589,447,2639,430450.5938,Active,11.89999962,84,09-03-2024,28-03-2024,20-02-2031,7574.879883,Course Fees
2590,447,3382,488973.5313,Active,11.10999966,72,17-02-2022,22-03-2022,19-02-2028,9335,Hostel Fees
2591,1256,2856,490665.25,Defaulted,12.06999969,72,18-04-2023,29-04-2023,28-03-2029,9610.740234,Course Fees + Living
2592,1256,3476,483928.3438,Active,13.89000034,72,03-05-2022,28-05-2022,26-04-2028,9944.19043,Hostel Fees
2593,3673,4859,868395.8125,Active,13.09000015,48,16-07-2022,18-08-2022,28-07-2026,23333.94922,Living Expenses
2594,3673,3915,201065.3906,Defaulted,13.35000038,96,29-10-2021,27-11-2021,16-10-2029,3418.560059,Equipment & Books
2595,1543,4041,710064.9375,Active,10.75,72,03-01-2024,26-01-2024,25-12-2029,13426.15039,Course Fees + Living
2596,1543,4970,272553.5625,Active,11.64999962,84,25-09-2022,26-10-2022,19-09-2029,4760.5,Course Fees
2597,1337,1293,405417.0313,Active,10.85000038,48,11-10-2021,15-11-2021,25-10-2025,10448.5,Course Fees
2598,1337,1826,524932.875,Active,10.94999981,60,17-09-2022,30-10-2022,04-10-2027,11401.11035,Course Fees + Living
2599,1608,383,263482.0625,Active,12.27000046,96,08-07-2023,28-07-2023,16-06-2031,4321.839844,Course Fees + Living
2600,1608,4659,286301.875,Active,14.38000011,60,03-08-2021,24-08-2021,29-07-2026,6717.97998,Living Expenses
2601,4325,3840,243410.9375,Active,12.81999969,84,30-12-2024,18-01-2025,13-12-2031,4404.540039,Course Fees
2602,4325,3177,313821.5313,Defaulted,11.35999966,60,14-12-2024,21-01-2025,26-12-2029,6879.080078,Course Fees + Living
2603,2238,767,292669.625,Defaulted,11.77999973,84,08-12-2022,28-12-2022,21-11-2029,5132.430176,Course Fees
2604,2238,125,495619.9063,Active,11.85000038,48,10-08-2022,12-09-2022,22-08-2026,13015.9502,Hostel Fees
2605,1052,4237,406374.375,Overdue,14.06999969,48,24-05-2024,06-07-2024,15-06-2028,11118.2002,Course Fees
2606,1052,2718,632783.0625,Active,12.44999981,96,12-09-2021,18-10-2021,06-09-2029,10440.92969,Course Fees
2607,1083,102,696605.5625,Active,11.22999954,72,25-06-2024,07-08-2024,07-07-2030,13342.32031,Living Expenses
2608,1083,935,648238.75,Overdue,11.94999981,96,18-07-2024,02-08-2024,21-06-2032,10519.53027,Course Fees
2609,481,1707,341881.5938,Defaulted,16.64999962,36,18-03-2025,18-04-2025,02-04-2028,12129.17969,Living Expenses
2610,481,977,287433.625,Active,15.07999992,48,12-12-2022,22-12-2022,01-12-2026,8011.419922,Course Fees + Living
2611,1406,2327,481369.875,Active,11.64000034,48,19-12-2023,14-01-2024,24-12-2027,12591.7002,Course Fees + Living
2612,1406,4714,708052.4375,Active,11.36999989,96,11-09-2023,19-10-2023,07-09-2031,11264.74023,Course Fees
2613,3724,1822,455493.2813,Active,11.92000008,72,03-10-2024,18-10-2024,17-09-2030,8887.009766,Course Fees + Living
2614,3724,3265,201518.0938,Active,10.93000031,72,30-07-2022,21-08-2022,20-07-2028,3828.120117,Equipment & Books
2615,1341,1063,695092.9375,Active,9.199999809,48,10-02-2022,09-03-2022,16-02-2026,17362.73047,Course Fees + Living
2616,1341,3400,466732.5,Active,9.369999886,48,27-08-2022,23-09-2022,02-09-2026,11696.84961,Course Fees + Living
2617,4478,1703,436755.4063,Active,9.899999619,84,17-12-2022,25-01-2023,19-12-2029,7228.5,Equipment & Books
2618,4478,433,514856.625,Active,11.46000004,48,19-05-2023,11-06-2023,21-05-2027,13422.50977,Course Fees + Living
2619,4052,4176,368716.6875,Active,14.25,60,18-06-2024,26-07-2024,30-06-2029,8627.389648,Equipment & Books
2620,4052,740,481753.75,Active,13.17000008,72,09-05-2022,30-05-2022,28-04-2028,9713.089844,Course Fees
2621,4081,1419,351778.375,Defaulted,14.23999977,72,02-09-2024,07-10-2024,06-09-2030,7294.109863,Course Fees + Living
2622,4081,1316,857133.4375,Active,13.06999969,84,08-07-2022,19-08-2022,13-07-2029,15627.58008,Course Fees
2623,3917,1463,710049.9375,Overdue,13.60999966,36,09-08-2022,22-09-2022,06-09-2025,24133.36914,Living Expenses
