payment_id,loan_id,payment_date,payment_amount,payment_method,payment_status,late_fee,principal_component,interest_component,outstanding_balance
2424,4521,09-12-2024,7432.700195,Net Banking,Success,0,5109.959961,2322.73999,247133.125
2425,4521,12-01-2025,7661.509766,Net Banking,Pending,0,0,0,247133.125
2426,4521,05-02-2025,7419.350098,NEFT,Success,0,5143.669922,2275.679932,241989.4531
2427,4521,11-03-2025,7676.549805,UPI,Success,0,5448.22998,2228.320068,236541.2344
2428,4521,08-04-2025,7387.259766,UPI,Success,305.7999878,5209.109863,2178.149902,231332.1094
2429,4521,13-05-2025,3663.030029,UPI,Success,0,1532.849976,2130.179932,229799.2656
2430,4521,10-06-2025,7515.060059,UPI,Success,0,5399,2116.070068,224400.2656
2431,4521,07-07-2025,3752.76001,UPI,Success,0,1686.410034,2066.350098,222713.8594
2432,4789,20-08-2022,8163.990234,UPI,Success,0,4173.509766,3990.47998,407569.7188
2433,4789,25-09-2022,7793.819824,UPI,Failed,0,0,0,407569.7188
2434,4789,20-10-2022,8094.589844,Net Banking,Success,0,4144.560059,3950.030029,403425.1563
2435,4789,22-11-2022,7846.859863,UPI,Success,0,3936.98999,3909.860107,399488.1563
2436,4789,21-12-2022,7798.589844,UPI,Success,513.7299805,3926.889893,3871.709961,395561.2813
2437,4789,26-01-2023,8005.660156,Credit Card,Success,0,4172.009766,3833.649902,391389.2813
2438,3914,26-09-2022,7008.069824,UPI,Success,0,2520.26001,4487.810059,317276.0625
2439,3914,21-10-2022,7087.560059,UPI,Success,0,2635.120117,4452.439941,314640.9375
2440,3914,20-11-2022,7169.009766,Net Banking,Success,200.3300018,2753.550049,4415.459961,311887.375
2441,3914,22-12-2022,7014.279785,Net Banking,Success,0,2637.459961,4376.819824,309249.9375
2442,3914,23-01-2023,6980.52002,RTGS,Success,0,2640.719971,4339.810059,306609.2188
2443,3914,25-02-2023,7242.919922,UPI,Success,0,2940.169922,4302.75,303669.0625
2444,3914,20-03-2023,7029.350098,Net Banking,Failed,0,0,0,303669.0625
2445,3914,18-04-2023,7063.169922,UPI,Success,0,2801.679932,4261.490234,300867.375
2446,3914,22-05-2023,6944.97998,Net Banking,Success,0,2722.810059,4222.169922,298144.5625
2447,3914,21-06-2023,6983.970215,Net Banking,Success,0,2800,4183.959961,295344.5625
2448,3914,22-07-2023,7047.950195,UPI,Success,0,2903.290039,4144.669922,292441.25
2449,3914,22-08-2023,7262.330078,Net Banking,Success,0,3158.409912,4103.930176,289282.875
2450,3914,25-09-2023,7032.890137,RTGS,Success,0,2973.280029,4059.600098,286309.5625
2451,3914,21-10-2023,6986.22998,Net Banking,Success,0,2968.350098,4017.879883,283341.2188
2452,3914,21-11-2023,7154.640137,Debit Card,Pending,0,0,0,283341.2188
2453,3914,23-12-2023,7192.47998,Net Banking,Success,0,3216.26001,3976.219971,280124.9688
2454,3914,23-01-2024,7225.029785,UPI,Success,0,3293.939941,3931.090088,276831.0313
2455,3914,14-02-2024,7218.370117,UPI,Success,0,3333.51001,3884.860107,273497.5
2456,3914,18-03-2024,7240.810059,Net Banking,Success,0,3402.72998,3838.080078,270094.7813
2457,2102,21-04-2022,4709.540039,UPI,Success,0,2651.790039,2057.75,169544.7031
2458,2102,30-05-2022,4828.850098,UPI,Success,0,2802.790039,2026.060059,166741.9063
2459,2102,21-06-2022,4792.939941,UPI,Success,0,2800.379883,1992.569946,163941.5313
2460,2102,29-07-2022,4670.439941,NEFT,Success,297.5400085,2711.340088,1959.099976,161230.2031
2461,2102,29-08-2022,3694.449951,Net Banking,Success,0,1767.75,1926.699951,159462.4531
2462,2102,25-09-2022,4647.959961,Net Banking,Success,0,2742.379883,1905.579956,156720.0625
2463,2102,23-10-2022,4859.950195,UPI,Success,0,2987.149902,1872.800049,153732.9219
2464,2102,25-11-2022,4780.290039,Net Banking,Success,0,2943.189941,1837.109985,150789.7344
2465,2102,22-12-2022,4752.410156,Net Banking,Success,0,2950.469971,1801.939941,147839.2656
2466,2102,23-01-2023,4777.899902,UPI,Success,0,3011.219971,1766.680054,144828.0469
2467,2102,22-02-2023,4787.959961,UPI,Success,0,3057.26001,1730.699951,141770.7969
2468,2102,27-03-2023,4748.790039,Net Banking,Success,0,3054.629883,1694.160034,138716.1563
2469,1622,16-05-2025,11539.01953,UPI,Success,0,3541.669922,7997.350098,571462.5625
2470,1622,16-06-2025,11620.07031,UPI,Success,0,3671.97998,7948.089844,567790.5625
2471,1622,13-07-2025,11549.70996,Cheque,Success,0,3652.689941,7897.02002,564137.875
2472,2998,20-03-2023,12734.5498,Debit Card,Success,0,8551.540039,4183.009766,501053.6875
2473,2998,13-04-2023,13083.32031,Net Banking,Success,0,8970.509766,4112.819824,492083.1875
2474,2998,13-05-2023,12875.29004,Net Banking,Pending,0,0,0,492083.1875
2475,2998,11-06-2023,12945.55957,Debit Card,Success,0,8906.379883,4039.179932,483176.8125
2476,2998,14-07-2023,12990.32031,Debit Card,Success,0,9024.240234,3966.080078,474152.5938
2477,2998,10-08-2023,12850.37012,UPI,Success,0,8958.370117,3892,465194.2188
2478,2998,12-09-2023,12917.38965,Net Banking,Success,0,9098.919922,3818.469971,456095.2813
2479,2998,07-10-2023,12989,Debit Card,Success,0,9245.219727,3743.780029,446850.0625
2480,2998,13-11-2023,13076.2998,UPI,Success,0,9408.400391,3667.889893,437441.6563
2481,2998,11-12-2023,12797.2002,Net Banking,Success,0,9206.530273,3590.669922,428235.125
2482,2998,08-01-2024,12874.25977,Net Banking,Pending,0,0,0,428235.125
2483,2998,08-02-2024,13088.36035,UPI,Success,0,9573.259766,3515.100098,418661.875
2484,2998,08-03-2024,12886.7998,Net Banking,Success,0,9450.280273,3436.52002,409211.5938
2485,2998,05-04-2024,12915.57031,Net Banking,Failed,0,0,0,409211.5938
2486,2998,07-05-2024,12700.95996,Cheque,Failed,0,0,0,409211.5938
2487,2998,13-06-2024,12895.33984,Cheque,Success,0,9536.389648,3358.949951,399675.1875
2488,2998,07-07-2024,12803.69043,Net Banking,Success,0,9523.030273,3280.669922,390152.1875
2489,2998,05-08-2024,9265.599609,Net Banking,Failed,0,0,0,390152.1875
2490,2998,03-09-2024,12906.99023,Credit Card,Success,0,9704.490234,3202.5,380447.6875
2491,2998,03-10-2024,12837.63965,UPI,Success,0,9714.799805,3122.840088,370732.875
2492,1547,16-04-2025,24156.7207,Debit Card,Success,0,18292.38086,5864.339844,737583.4375
2493,1547,11-05-2025,24331.80078,Net Banking,Success,0,18609.38086,5722.419922,718974
2494,1547,15-06-2025,24142.31055,UPI,Success,0,18564.26953,5578.040039,700409.75
2495,1547,10-07-2025,24006.57031,Debit Card,Success,0,18572.56055,5434.009766,681837.1875
2496,4420,12-01-2024,6796.830078,NEFT,Success,617.4400024,3777.370117,3019.459961,314618.8438
2497,4420,14-02-2024,6945.029785,Debit Card,Success,0,3961.399902,2983.639893,310657.4375
2498,4420,13-03-2024,6883.580078,Debit Card,Pending,0,0,0,310657.4375
2499,4420,13-04-2024,6877.970215,Net Banking,Success,0,3931.899902,2946.070068,306725.5625
2500,4420,14-05-2024,6908.359863,Net Banking,Success,0,3999.580078,2908.780029,302725.9688
2501,4420,17-06-2024,7133.919922,NEFT,Success,0,4263.060059,2870.850098,298462.9063
2502,4420,16-07-2024,7183.120117,Net Banking,Pending,0,0,0,298462.9063
2503,4420,15-08-2024,7146.890137,Cheque,Pending,0,0,0,298462.9063
2504,4420,06-09-2024,6792.910156,UPI,Success,0,3962.48999,2830.419922,294500.4063
2505,4420,06-10-2024,6991.259766,UPI,Pending,0,0,0,294500.4063
2506,4420,11-11-2024,7015.540039,UPI,Success,0,4222.700195,2792.850098,290277.7188
2507,4420,04-12-2024,6786.180176,Cheque,Success,0,4033.379883,2752.800049,286244.3438
2508,4420,05-01-2025,6796.490234,UPI,Success,590.3099976,4081.939941,2714.550049,282162.4063
2509,4420,05-02-2025,6892.640137,Credit Card,Success,120.0299988,4216.799805,2675.840088,277945.5938
2510,4362,20-02-2025,8448.540039,Credit Card,Success,0,6286.77002,2161.780029,252350.625
2511,4362,14-03-2025,8297.919922,NEFT,Success,0,6188.689941,2109.22998,246161.9375
2512,4362,17-04-2025,8260.830078,Debit Card,Success,0,6203.330078,2057.5,239958.6094
2513,4362,21-05-2025,8150.77002,NEFT,Success,0,6145.109863,2005.650024,233813.5
2514,4362,14-06-2025,8381.580078,Net Banking,Success,0,6427.290039,1954.290039,227386.2031
2515,4362,18-07-2025,8373.30957,Debit Card,Success,0,6472.740234,1900.569946,220913.4688
2516,3968,16-04-2025,4135.27002,UPI,Success,0,2384.75,1750.52002,176543.7969
2517,3968,24-05-2025,3860.409912,NEFT,Success,0,2133.219971,1727.189941,174410.5625
2518,3968,15-06-2025,3783.77002,UPI,Success,0,2077.449951,1706.319946,172333.125
2519,3968,14-07-2025,4035.459961,UPI,Success,0,2349.459961,1685.98999,169983.6563
2520,4580,29-09-2022,8116.830078,UPI,Pending,0,0,0,417336.125
2521,4580,20-10-2022,8082.029785,Credit Card,Success,0,4225.149902,3856.879883,413110.9688
2522,4580,24-11-2022,8068.040039,UPI,Success,0,4250.200195,3817.830078,408860.7813
2523,4580,28-12-2022,8108.02002,Credit Card,Success,0,4329.459961,3778.550049,404531.3125
2524,4580,20-01-2023,8062.600098,Debit Card,Success,0,4324.060059,3738.540039,400207.25
2525,4580,22-02-2023,8005.029785,Debit Card,Success,0,4306.450195,3698.580078,395900.8125
2526,4580,18-03-2023,7842.839844,Debit Card,Success,0,4184.060059,3658.780029,391716.75
2527,4580,20-04-2023,7976.919922,Debit Card,Success,0,4356.799805,3620.120117,387359.9375
2528,4580,26-05-2023,7801.919922,UPI,Success,0,4222.069824,3579.850098,383137.875
2529,4580,16-06-2023,7897.129883,Credit Card,Success,0,4356.299805,3540.830078,378781.5625
2530,4580,17-07-2023,7850.120117,UPI,Success,0,4349.540039,3500.570068,374432.0313
2531,4580,19-08-2023,7989.879883,Cheque,Success,0,4529.509766,3460.379883,369902.5313
2532,4580,18-09-2023,4560.930176,Net Banking,Success,0,1142.410034,3418.52002,368760.0938
2533,4580,15-10-2023,7908.700195,UPI,Success,0,4500.740234,3407.959961,364259.375
2534,4580,19-11-2023,3203.919922,Debit Card,Success,0,0,3366.360107,364259.375
2535,4580,23-12-2023,7903.290039,UPI,Success,0,4536.919922,3366.360107,359722.4375
2536,1329,03-06-2022,4900.100098,Debit Card,Success,0,2256.75,2643.350098,240623.8438
2537,1329,04-07-2022,5081.529785,Debit Card,Success,0,2462.73999,2618.790039,238161.0938
2538,1329,04-08-2022,4914.419922,UPI,Success,0,2322.439941,2591.98999,235838.6563
2539,1329,05-09-2022,4754.890137,Net Banking,Success,0,2188.179932,2566.709961,233650.4844
2540,1329,03-10-2022,4756.490234,UPI,Success,0,2213.590088,2542.899902,231436.8906
2541,1148,19-10-2022,9760.009766,UPI,Success,0,6658.359863,3101.649902,277679.5
2542,1148,19-11-2022,9533.040039,UPI,Success,0,6504.02002,3029.02002,271175.4688
2543,1148,21-12-2022,9589.820313,Net Banking,Success,0,6631.75,2958.070068,264543.7188
2544,1148,18-01-2023,9635.5,UPI,Success,807.2199707,6749.77002,2885.72998,257793.9531
2545,2984,22-06-2023,8828.070313,Net Banking,Success,0,3530.179932,5297.890137,419736.4375
2546,2984,16-07-2023,9034.969727,Debit Card,Success,253.9400024,3781.27002,5253.700195,415955.1563
2547,2984,20-08-2023,8757.379883,UPI,Success,168.1300049,3551.01001,5206.370117,412404.1563
2548,2984,13-09-2023,9091.459961,UPI,Success,0,3929.540039,5161.930176,408474.625
2549,2984,18-10-2023,9081.009766,Net Banking,Success,0,3968.27002,5112.740234,404506.3438
2550,2984,11-11-2023,9063.009766,UPI,Success,0,3999.929932,5063.069824,400506.4063
2551,2984,12-12-2023,9054.69043,Credit Card,Success,0,4041.679932,5013.009766,396464.7188
2552,2984,10-01-2024,8829.679688,NEFT,Success,0,3867.26001,4962.419922,392597.4688
2553,2984,09-02-2024,8854.490234,NEFT,Success,0,3940.469971,4914.009766,388657
2554,2984,18-03-2024,9110.669922,UPI,Success,0,4245.97998,4864.689941,384411
2555,2984,17-04-2024,8800.200195,Debit Card,Success,0,3988.659912,4811.540039,380422.3438
2556,2984,11-05-2024,8886.669922,UPI,Success,0,4125.049805,4761.620117,376297.3125
2557,2984,08-06-2024,8952.799805,Credit Card,Success,0,4242.810059,4709.990234,372054.5
2558,2984,14-07-2024,8908.919922,Net Banking,Success,0,4252.040039,4656.879883,367802.4375
2559,2984,07-08-2024,9113.889648,UPI,Success,103.9899979,4510.22998,4603.660156,363292.2188
2560,2984,16-09-2024,9014.009766,Net Banking,Success,0,4466.799805,4547.209961,358825.4063
2561,2984,10-10-2024,8798.009766,Cheque,Success,0,4306.709961,4491.299805,354518.6875
2562,2984,07-11-2024,9082.299805,Credit Card,Success,0,4644.910156,4437.390137,349873.7813
2563,2984,07-12-2024,9020.959961,Credit Card,Success,0,4641.700195,4379.25,345232.0938
2564,2984,05-01-2025,9149.740234,Debit Card,Success,0,4828.589844,4321.149902,340403.5
2565,2984,12-02-2025,8996.05957,Credit Card,Success,0,4735.339844,4260.720215,335668.1563
2566,2984,08-03-2025,9087.44043,Debit Card,Success,560.7399902,4885.990234,4201.450195,330782.1563
2567,2984,12-04-2025,7012.939941,UPI,Success,0,2872.649902,4140.290039,327909.5313
2568,2984,14-05-2025,8802.290039,UPI,Failed,0,0,0,327909.5313
2569,2984,06-06-2025,8824,Debit Card,Success,0,4719.660156,4104.330078,323189.8438
2570,2596,21-11-2022,4835.529785,Debit Card,Success,0,2189.48999,2646.040039,270364.0625
2571,2596,25-12-2022,2335.350098,RTGS,Success,811.8200073,0,2624.780029,270364.0625
2572,2596,20-01-2023,4643.490234,Debit Card,Success,0,2018.709961,2624.780029,268345.3438
2573,2596,18-02-2023,3456.570068,Net Banking,Success,0,851.3800049,2605.189941,267493.9688
2574,2596,27-03-2023,4876.240234,Net Banking,Success,0,2279.320068,2596.919922,265214.6563
2575,2596,28-04-2023,4951.600098,Cheque,Success,0,2376.800049,2574.790039,262837.8438
2576,2596,21-05-2023,4919.930176,Net Banking,Success,0,2368.219971,2551.719971,260469.625
2577,2596,28-06-2023,4570.970215,Cheque,Success,0,2042.23999,2528.72998,258427.375
2578,2596,19-07-2023,4825,Net Banking,Success,0,2316.100098,2508.899902,256111.2969
2579,2596,17-08-2023,4872.609863,Net Banking,Success,0,2386.189941,2486.409912,253725.0938
2580,2596,17-09-2023,4837.779785,UPI,Success,0,2374.530029,2463.25,251350.5625
2581,2596,18-10-2023,4940.120117,Credit Card,Success,0,2499.919922,2440.199951,248850.6406
2582,2596,17-11-2023,4852.950195,NEFT,Success,0,2437.030029,2415.919922,246413.6094
2583,3387,17-08-2023,6312.129883,Debit Card,Success,0,3345.25,2966.879883,377430.8438
2584,3387,11-09-2023,6113.910156,UPI,Success,0,3173.090088,2940.820068,374257.75
2585,3387,15-10-2023,6351.370117,Credit Card,Success,0,3435.280029,2916.090088,370822.4688
2586,3387,15-11-2023,3566.129883,RTGS,Failed,0,0,0,370822.4688
2587,3387,08-12-2023,6248.689941,UPI,Success,0,3359.370117,2889.330078,367463.0938
2588,3387,07-01-2024,6077.629883,UPI,Success,0,3214.47998,2863.149902,364248.625
2589,3387,13-02-2024,6287.180176,Net Banking,Success,0,3449.070068,2838.100098,360799.5625
2590,3387,13-03-2024,6330.859863,Debit Card,Success,0,3519.629883,2811.22998,357279.9063
2591,3387,06-04-2024,6248.009766,UPI,Success,0,3464.209961,2783.810059,353815.7188
2592,3387,09-05-2024,6069.740234,Cheque,Success,0,3312.929932,2756.810059,350502.7813
2593,3387,03-06-2024,4797.620117,Debit Card,Success,0,2066.620117,2731,348436.1563
2594,3387,06-07-2024,6372.959961,Debit Card,Success,0,3658.060059,2714.899902,344778.125
2595,3387,06-08-2024,3529.870117,UPI,Success,0,843.4799805,2686.399902,343934.625
2596,3387,10-09-2024,6375.470215,UPI,Success,0,3695.649902,2679.820068,340238.9688
2597,3387,03-10-2024,6175.370117,Credit Card,Success,0,3524.340088,2651.030029,336714.625
2598,3387,07-11-2024,6186.350098,UPI,Success,0,3562.790039,2623.570068,333151.8438
2599,3387,05-12-2024,6093.47998,Debit Card,Success,507.2799988,3497.669922,2595.810059,329654.1875
2600,3387,01-01-2025,6109.459961,NEFT,Pending,0,0,0,329654.1875
2601,3387,30-01-2025,6061.220215,UPI,Success,0,3492.659912,2568.560059,326161.5313
2602,3387,06-03-2025,2666.899902,UPI,Success,0,125.5599976,2541.340088,326035.9688
2603,3387,04-04-2025,6247.049805,Net Banking,Success,0,3706.679932,2540.360107,322329.2813
2604,3387,09-05-2025,6179.959961,UPI,Success,0,3668.47998,2511.47998,318660.8125
2605,3387,29-05-2025,6047.370117,UPI,Success,0,3564.47998,2482.899902,315096.3125
2606,3387,28-06-2025,6374.540039,Cheque,Success,0,3919.409912,2455.129883,311176.9063
2607,265,12-06-2025,5249.810059,UPI,Success,720.4799805,2473.98999,2775.820068,338466.5
2608,265,18-07-2025,4969.439941,UPI,Success,0,2213.76001,2755.679932,336252.7188
2609,2965,06-10-2023,5047.75,Net Banking,Success,0,2869.840088,2177.909912,219934.625
2610,2965,02-11-2023,4836.350098,Debit Card,Success,0,2686.48999,2149.860107,217248.1406
2611,2965,25-11-2023,4859.689941,Debit Card,Success,0,2736.090088,2123.600098,214512.0625
2612,2965,31-12-2023,5102.529785,Debit Card,Success,0,3005.669922,2096.860107,211506.3906
2613,2965,03-02-2024,3562.23999,RTGS,Success,0,1494.76001,2067.469971,210011.625
2614,2965,26-02-2024,4769.5,UPI,Success,0,2716.639893,2052.860107,207294.9844
2615,2965,29-03-2024,4878.529785,Net Banking,Failed,0,0,0,207294.9844
2616,4969,22-11-2024,4543.799805,Net Banking,Success,0,2420.840088,2122.949951,277221.9375
2617,4969,20-12-2024,4627.160156,UPI,Success,0,2522.580078,2104.580078,274699.3438
2618,4969,17-01-2025,4521.240234,Net Banking,Success,0,2435.810059,2085.429932,272263.5313
2619,4969,15-02-2025,4549.77002,Credit Card,Success,0,2482.830078,2066.929932,269780.7188
2620,4969,20-03-2025,4416.959961,UPI,Success,0,2368.879883,2048.090088,267411.8438
2621,4969,21-04-2025,4526.990234,UPI,Success,0,2496.889893,2030.099976,264914.9375
2622,4969,23-05-2025,4380.009766,NEFT,Pending,0,0,0,264914.9375
2623,4969,15-06-2025,4703.25,UPI,Success,0,2692.100098,2011.150024,262222.8438
2624,4969,20-07-2025,4662.540039,Net Banking,Success,0,2671.830078,1990.709961,259551.0156
2625,1690,25-04-2025,17072.57031,Net Banking,Success,0,9584.669922,7487.899902,603759.0625
2626,1690,03-06-2025,16920.83984,UPI,Success,0,9549.94043,7370.890137,594209.125
2627,1690,27-06-2025,17073.10938,UPI,Success,898.0900269,9818.799805,7254.299805,584390.3125
2628,1300,21-05-2022,13476.87012,Net Banking,Success,0,7299.410156,6177.459961,663556.375
2629,1300,17-06-2022,17437.25977,UPI,Failed,0,0,0,663556.375
2630,1300,15-07-2022,17263.5,UPI,Success,0,11153.25,6110.25,652403.125
2631,1300,16-08-2022,17203.30078,Debit Card,Success,0,11195.75,6007.549805,641207.375
2632,1300,15-09-2022,17306.41992,Net Banking,Success,0,11401.96973,5904.450195,629805.375
2633,817,12-11-2021,6433.689941,Debit Card,Success,0,4041.530029,2392.159912,235374.1563
2634,817,07-12-2021,6190.72998,UPI,Success,0,3838.949951,2351.780029,231535.2188
2635,817,02-01-2022,6373.75,Net Banking,Success,0,4060.330078,2313.419922,227474.8906
2636,817,02-02-2022,6500.080078,UPI,Success,0,4227.220215,2272.850098,223247.6719
2637,1216,19-12-2022,5892.120117,Net Banking,Success,0,2666.77002,3225.350098,290547.0938
2638,1216,21-01-2023,6065.02002,Credit Card,Success,0,2869,3196.02002,287678.0938
2639,1216,14-02-2023,5908.72998,Credit Card,Success,0,2744.27002,3164.459961,284933.8125
2640,1216,24-03-2023,5757.339844,UPI,Pending,0,0,0,284933.8125
2641,1216,15-04-2023,5782.629883,UPI,Success,0,2648.360107,3134.27002,282285.4688
2642,3540,06-10-2022,8434.120117,UPI,Success,0,5141.410156,3292.699951,305735.1875
2643,3540,30-10-2022,8402.959961,Credit Card,Success,0,5164.709961,3238.25,300570.4688
2644,3540,29-11-2022,8448.5,Credit Card,Success,0,5264.959961,3183.540039,295305.5313
2645,3540,27-12-2022,6276.109863,Credit Card,Success,0,3148.340088,3127.780029,292157.1875
2646,3540,02-02-2023,8454.280273,UPI,Success,0,5359.850098,3094.429932,286797.3438
2647,3540,28-02-2023,8286.519531,Net Banking,Success,0,5248.850098,3037.659912,281548.5
2648,3540,27-03-2023,8208.110352,Debit Card,Success,0,5226.040039,2982.070068,276322.4375
2649,3540,28-04-2023,8474.929688,UPI,Success,0,5548.220215,2926.719971,270774.2188
2650,2675,04-07-2025,6453.799805,UPI,Success,0,3379.5,3074.300049,278450.5
2651,2351,07-02-2023,7833.700195,Net Banking,Success,0,3996.25,3837.449951,343284.4688
2652,2351,09-03-2023,7862.819824,Credit Card,Success,0,4069.530029,3793.290039,339214.9375
2653,2351,05-04-2023,8029.689941,UPI,Success,0,4281.359863,3748.330078,334933.5625
2654,2351,06-05-2023,7873.209961,Credit Card,Success,0,4172.200195,3701.02002,330761.375
2655,2351,13-06-2023,7778.52002,Net Banking,Success,0,4123.609863,3654.909912,326637.7813
2656,2351,13-07-2023,8009.859863,UPI,Success,0,4400.52002,3609.350098,322237.25
2657,2351,11-08-2023,7997.640137,UPI,Success,0,4436.919922,3560.719971,317800.3438
2658,2351,04-09-2023,7811.279785,Debit Card,Success,0,4299.589844,3511.689941,313500.75
2659,2351,08-10-2023,8109.47998,UPI,Success,584.2399902,4645.290039,3464.179932,308855.4375
2660,2351,08-11-2023,7908.839844,Net Banking,Success,0,4495.97998,3412.850098,304359.4688
2661,2351,11-12-2023,7841.209961,Debit Card,Success,0,4478.040039,3363.169922,299881.4063
2662,2351,09-01-2024,8116.899902,UPI,Failed,0,0,0,299881.4063
2663,2351,31-01-2024,7978.990234,UPI,Success,619.0599976,4665.299805,3313.689941,295216.125
2664,2776,17-02-2024,3231.070068,Net Banking,Success,0,965.6699829,2265.399902,242407.3125
2665,2776,16-03-2024,2181.939941,Net Banking,Success,296.8500061,0,2256.409912,242407.3125
2666,2776,13-04-2024,5425.040039,UPI,Success,0,3168.629883,2256.409912,239238.6719
2667,2776,21-05-2024,5320.27002,UPI,Success,0,3093.360107,2226.909912,236145.3125
2668,2776,16-06-2024,5122.319824,UPI,Success,0,2924.199951,2198.120117,233221.125
2669,2776,14-07-2024,5183.529785,Net Banking,Success,0,3012.629883,2170.899902,230208.4844
2670,2776,09-08-2024,5216.700195,UPI,Success,0,3073.840088,2142.860107,227134.6563
2671,2776,18-09-2024,5276.160156,UPI,Success,0,3161.909912,2114.25,223972.7344
2672,2776,09-10-2024,3746.929932,UPI,Success,0,1662.119995,2084.810059,222310.625
2673,2776,10-11-2024,5432.930176,Debit Card,Success,0,3363.580078,2069.340088,218947.0313
2674,2776,09-12-2024,5464,UPI,Success,0,3425.969971,2038.030029,215521.0625
2675,2776,12-01-2025,5368.740234,Credit Card,Success,0,3362.590088,2006.140015,212158.4688
2676,2776,07-02-2025,5140.169922,UPI,Success,0,3165.330078,1974.839966,208993.1563
2677,2776,13-03-2025,3186.830078,Net Banking,Success,0,1241.449951,1945.380005,207751.7031
2678,2776,08-04-2025,5404.850098,UPI,Success,838.1699829,3471.030029,1933.819946,204280.6719
2679,2776,09-05-2025,5137.830078,UPI,Success,0,3236.320068,1901.51001,201044.3438
2680,2776,11-06-2025,5128.819824,UPI,Success,0,3257.429932,1871.390015,197786.9219
2681,2776,06-07-2025,5499.649902,UPI,Success,0,3658.590088,1841.069946,194128.3281
2682,2837,10-11-2022,7832.330078,UPI,Success,0,4344.049805,3488.290039,272138.2813
2683,2837,13-12-2022,7571.089844,UPI,Success,0,4137.620117,3433.47998,268000.6563
2684,2837,13-01-2023,7582.899902,UPI,Success,0,4201.629883,3381.27002,263799.0313
2685,2837,11-02-2023,7685.669922,UPI,Success,0,4357.410156,3328.26001,259441.625
2686,2837,06-03-2023,7780.25,UPI,Success,0,4506.970215,3273.290039,254934.6563
2687,2837,12-04-2023,7654.209961,Net Banking,Success,0,4437.790039,3216.429932,250496.875
2688,2837,12-05-2023,7672.350098,UPI,Success,0,4511.919922,3160.439941,245984.9531
2689,2837,04-06-2023,7853.529785,Net Banking,Success,0,4750.02002,3103.51001,241234.9375
2690,2837,06-07-2023,7712.169922,Net Banking,Success,0,4668.589844,3043.580078,236566.3438
2691,2837,07-08-2023,7586.149902,Net Banking,Success,0,4601.470215,2984.679932,231964.875
2692,2837,09-09-2023,7692.509766,Cheque,Success,0,4765.879883,2926.620117,227198.9844
2693,2837,10-10-2023,7524.359863,Debit Card,Success,0,4657.859863,2866.48999,222541.125
2694,2837,07-11-2023,7628.439941,Debit Card,Success,0,4820.709961,2807.72998,217720.4219
2695,2837,05-12-2023,7571.430176,UPI,Success,0,4824.529785,2746.909912,212895.8906
2696,2837,29-12-2023,7774.560059,UPI,Success,0,5088.529785,2686.040039,207807.375
2697,2837,31-01-2024,7552.180176,UPI,Failed,0,0,0,207807.375
2698,2837,04-03-2024,7577.660156,Net Banking,Success,0,4955.830078,2621.840088,202851.5469
2699,2837,31-03-2024,7535.899902,UPI,Success,0,4976.589844,2559.310059,197874.9531
2700,2837,28-04-2024,7639.919922,Debit Card,Success,0,5143.399902,2496.52002,192731.5469
2701,2837,02-06-2024,7722.390137,UPI,Success,0,5290.759766,2431.629883,187440.7969
2702,2837,26-06-2024,7782.560059,UPI,Success,946.789978,5417.680176,2364.879883,182023.0938
2703,2837,27-07-2024,7731.810059,UPI,Success,0,5435.290039,2296.52002,176587.8125
2704,2837,02-09-2024,7537.790039,Net Banking,Success,0,5309.839844,2227.949951,171277.9844
2705,2837,27-09-2024,7585.319824,Net Banking,Success,0,5424.359863,2160.959961,165853.625
2706,2837,30-10-2024,7564.649902,Net Banking,Success,0,5472.129883,2092.52002,160381.4844
2707,2837,25-11-2024,5765.640137,Net Banking,Success,0,3742.159912,2023.47998,156639.3281
2708,4443,05-08-2023,4146.209961,Cheque,Success,0,1829.339966,2316.870117,235798.4063
2709,4443,31-08-2023,2833.800049,Debit Card,Success,0,534.7600098,2299.030029,235263.6406
2710,4443,05-10-2023,4328.879883,Debit Card,Success,0,2035.060059,2293.820068,233228.5781
2711,4443,09-11-2023,3996.600098,Net Banking,Success,0,1722.630005,2273.97998,231505.9531
2712,4443,04-12-2023,4077.679932,UPI,Success,0,1820.48999,2257.179932,229685.4531
2713,4443,30-12-2023,4041.100098,UPI,Success,0,1801.670044,2239.429932,227883.7969
2714,4443,07-02-2024,4267.410156,Debit Card,Success,0,2045.540039,2221.870117,225838.25
2715,4443,03-03-2024,4136.149902,Debit Card,Success,0,1934.22998,2201.919922,223904.0156
2716,4443,05-04-2024,4216.910156,Net Banking,Success,0,2033.849976,2183.060059,221870.1875
2717,4443,28-04-2024,4045.48999,Cheque,Success,0,1882.26001,2163.22998,219987.9219
2718,4443,30-05-2024,4177.77002,Debit Card,Success,0,2032.890015,2144.879883,217955.0313
2719,4443,01-07-2024,4211.140137,Debit Card,Failed,0,0,0,217955.0313
2720,4443,27-07-2024,4083.469971,RTGS,Failed,0,0,0,217955.0313
2721,4443,27-08-2024,3976.360107,Debit Card,Success,0,1851.300049,2125.060059,216103.7344
2722,4443,28-09-2024,4222.490234,Net Banking,Success,0,2115.47998,2107.01001,213988.25
2723,4443,02-11-2024,4189.819824,Net Banking,Success,765.7999878,2103.439941,2086.389893,211884.8125
