default_id,customer_id,loan_id,default_date,default_amount,days_overdue,collection_status,last_contact_date,contact_attampts,legal_notice_sent,recovery_amount,collection_agent_id
2241,3952,2448,25-08-2024,500706.1875,332,Active,15-05-2025,12,1,64712.14063,1
2242,209,4134,05-11-2023,195154.8281,626,Written Off,08-06-2025,40,1,49462.64063,1
2243,1673,364,18-12-2024,486767.8125,217,Settled,18-05-2025,12,1,486767.8125,3
2244,1084,3968,18-07-2025,174180.3125,30,Active,08-07-2025,26,0,70185.84375,9
2245,4939,3364,20-06-2025,258056.1563,33,Legal Action,29-06-2025,25,1,55558.26172,10
2246,351,300,19-01-2024,301710.9688,551,Legal Action,30-05-2025,44,1,196986.7813,7
2247,1663,4048,28-05-2025,139222.1094,56,Active,21-07-2025,20,0,42660.44141,5
2248,2054,1786,21-03-2025,552607.9375,124,Active,07-07-2025,5,0,66562.20313,9
2249,201,4913,02-10-2024,272269.9063,294,Legal Action,20-06-2025,27,1,129028.0938,8
2250,2376,1457,22-01-2025,252133.3125,182,Active,25-06-2025,30,1,29094.08984,1
2251,647,1264,18-07-2025,199096.5469,30,Active,03-07-2025,20,0,67049.89844,10
2252,312,2969,17-07-2025,340156.125,30,Active,27-06-2025,18,0,126373.9609,3
2253,636,1282,18-10-2024,670458.5625,278,Legal Action,26-04-2025,38,1,144209.5313,8
2254,3499,2480,21-06-2025,204721.0625,32,Active,26-06-2025,10,0,8328.169922,7
2255,944,3274,16-07-2025,357425.8125,30,Legal Action,29-06-2025,42,1,87066.24219,3
2256,2851,4524,16-07-2025,459642.5,30,Active,26-06-2025,6,0,242028.1875,4
2257,4313,802,05-03-2023,343316.0313,871,Written Off,07-07-2025,63,1,25142.61914,2
2258,1896,400,12-12-2024,309515.1563,223,Active,05-07-2025,23,1,156052.6875,4
2259,3728,218,08-08-2024,522381.4063,349,Legal Action,18-05-2025,41,1,105328.2109,7
2260,2448,959,18-02-2025,334449.25,155,Legal Action,21-07-2025,41,1,89797.22656,4
2261,4450,3205,15-09-2023,542989.6875,677,Written Off,22-07-2025,34,1,112217.9766,5
2262,2733,1794,19-05-2022,306275.0625,1161,Written Off,20-06-2025,31,1,15684.4502,9
2263,3957,182,25-02-2024,444204.0625,514,Active,11-06-2025,21,1,223972.7031,8
2264,2371,1133,04-03-2025,379498.2813,141,Active,18-07-2025,26,0,223736.625,10
2265,206,4607,12-03-2025,112775.7891,133,Active,19-05-2025,22,0,26346.44922,6
2266,1408,3312,05-01-2025,280232.0313,199,Settled,25-06-2025,18,0,203668.5938,10
2267,36,3614,16-01-2025,283536.0938,188,Active,22-07-2025,30,0,25965.57031,4
2268,76,3987,21-03-2025,347836.1563,124,Active,25-05-2025,20,0,88174.95313,8
2269,1383,3521,13-03-2025,766946.4375,132,Active,29-05-2025,8,0,293075.75,10
2270,473,104,24-10-2024,263451.875,272,Legal Action,29-06-2025,40,1,110911.5625,8
2271,4142,117,25-10-2024,630606.9375,271,Active,16-06-2025,11,1,157394.2969,1
2272,1241,4368,08-06-2025,274783.8438,45,Active,08-06-2025,24,0,89427.21094,6
2273,3977,948,11-07-2025,353531.75,30,Active,15-07-2025,27,0,113853.8281,2
2274,4887,2927,22-07-2025,239983.6094,30,Active,07-07-2025,25,0,61678.57031,4
2275,2051,1430,29-11-2022,266171.25,967,Legal Action,22-05-2025,39,1,170814.125,3
2276,3131,822,11-06-2025,192045.5625,42,Active,03-07-2025,9,0,41504.30078,2
2277,3374,2077,02-04-2025,285045.7188,112,Legal Action,05-05-2025,45,1,57237.98047,2
2278,3300,2959,28-09-2024,436491.75,298,Settled,05-07-2025,27,0,210465.2188,9
2279,1997,3221,31-12-2024,301216.5938,204,Active,20-05-2025,18,0,117389.9297,4
2280,242,331,09-06-2025,421554,44,Active,11-07-2025,5,0,37128.71875,4
2281,4316,2262,28-09-2023,460028.7188,664,Legal Action,20-07-2025,34,1,64238.39844,3
2282,1645,1801,03-05-2023,562493.75,812,Written Off,30-05-2025,66,1,160132.5,5
2283,3071,856,24-05-2025,412796.4063,60,Active,19-06-2025,25,0,92446.10156,5
2284,368,3457,01-07-2025,367054.5313,30,Active,26-06-2025,14,0,116100.8594,4
2285,2019,2105,16-01-2023,299360.0938,919,Written Off,07-07-2025,43,1,77856.6875,10
2286,342,4987,13-09-2023,248809.9375,679,Written Off,01-05-2025,56,1,9998.900391,6
2287,3402,369,13-05-2024,236051.7813,436,Active,27-06-2025,12,0,5788.959961,3
2288,1721,830,14-05-2024,418486.6563,435,Legal Action,23-05-2025,35,1,215883.0313,6
2289,620,1973,20-12-2022,338217.9063,946,Settled,17-06-2025,34,0,240752.4844,1
2290,2346,4570,11-02-2025,409902.5938,162,Legal Action,10-06-2025,37,1,129522.3438,7
2291,890,4133,05-05-2025,231303.9844,79,Active,28-05-2025,9,0,100180.3828,7
2292,1773,4371,27-02-2024,331450.0625,512,Active,20-06-2025,17,0,3951.189941,1
2293,2035,2020,02-08-2022,253672.4844,1086,Legal Action,03-05-2025,50,1,89479.82031,10
2294,2239,1328,07-06-2025,357550.3125,46,Legal Action,23-06-2025,20,1,161785.2656,3
2295,431,915,21-04-2024,305795.2813,458,Settled,15-07-2025,35,1,222309.9219,5
2296,596,4206,29-01-2025,180370.7031,175,Active,14-07-2025,13,0,837.4000244,7
2297,491,587,19-02-2024,344895.5,520,Legal Action,16-07-2025,44,1,45294.12109,3
2298,145,4704,24-06-2025,402852.375,30,Active,14-07-2025,6,0,129661.1719,7
2299,2646,843,19-07-2025,252666.1563,30,Active,03-07-2025,6,0,94698.75781,6
2300,3226,3404,16-11-2024,155511.75,249,Legal Action,09-07-2025,42,1,66667.25781,9
2301,1212,467,14-07-2024,179007.3125,374,Active,13-06-2025,11,0,51212.37891,1
2302,690,2523,27-10-2024,254017.5313,269,Legal Action,30-04-2025,48,1,132392.8438,5
2303,1730,221,01-03-2025,131987.5781,144,Active,18-05-2025,22,0,38072.28906,6
2304,1574,84,14-05-2025,391414.9375,70,Active,25-06-2025,14,0,159464.6563,10
2305,3530,451,06-05-2023,358641.5938,809,Legal Action,27-04-2025,48,1,217939.1563,4
2306,3169,3689,14-09-2024,391017.9375,312,Active,23-05-2025,20,0,107913.7109,7
2307,4005,4906,24-06-2023,169741.7188,760,Written Off,10-07-2025,58,1,55807.32031,3
2308,4174,2482,31-07-2024,175961.1875,357,Active,30-05-2025,7,1,99326.17969,3
2309,4297,3428,21-03-2024,271850.75,489,Active,02-05-2025,16,0,55070.67188,6
2310,3225,3954,02-05-2025,401084.5,82,Legal Action,29-05-2025,33,1,216270.5156,6
2311,4119,2303,16-12-2024,364849.4688,219,Settled,14-05-2025,14,0,254326.4688,8
2312,3241,2922,21-07-2023,253288.2188,733,Legal Action,22-05-2025,33,1,88254.67188,5
2313,3799,1948,12-06-2023,256936.1719,772,Legal Action,28-06-2025,23,1,110188.2891,8
2314,3990,4584,15-01-2025,154166.1719,189,Active,31-05-2025,19,0,61428.98047,8
2315,2156,434,28-10-2022,759148.75,999,Written Off,14-07-2025,33,1,77177.46875,10
2316,4719,2687,01-04-2025,119266.3906,113,Active,20-05-2025,29,0,43721.85938,10
2317,1879,1740,07-02-2025,485339.8125,166,Legal Action,27-04-2025,34,1,283700.7188,7
2318,1277,2840,21-12-2022,510693.0938,945,Legal Action,27-06-2025,21,1,128150.4531,8
2319,1850,3852,29-06-2025,229071.2969,30,Active,05-07-2025,16,0,114306.4063,1
2320,2334,4592,02-05-2025,525370.3125,82,Active,12-06-2025,19,1,157906.8438,5
2321,1785,2506,25-11-2024,848904.1875,240,Active,29-04-2025,25,0,266251.625,3
2322,411,1949,25-09-2024,398655.6563,301,Active,28-06-2025,9,0,169395.2031,9
2323,1477,3146,27-03-2025,449117.0938,118,Active,09-06-2025,18,0,266324.8438,3
2324,4584,1689,05-12-2024,307811.3125,230,Active,29-06-2025,11,0,38212.92969,9
2325,2512,2778,20-07-2025,240712.5156,30,Active,19-07-2025,13,0,128191,7
2326,4164,1738,12-05-2025,303397.0938,72,Active,12-07-2025,23,0,43050.94922,1
2327,2736,1421,02-06-2023,607677.75,782,Written Off,16-07-2025,66,1,200611.0469,8
2328,1843,4652,11-01-2024,410797.25,559,Legal Action,20-07-2025,40,1,231148.3438,9
2329,3242,1844,13-06-2025,187308.9844,40,Active,19-07-2025,6,0,78431.74219,8
2330,187,2634,29-10-2023,166572.375,633,Settled,22-06-2025,35,0,156904.8906,7
2331,4515,2004,10-06-2025,391210.9688,43,Active,16-07-2025,11,0,134715.875,6
2332,1899,1661,08-12-2022,289477.125,958,Written Off,18-07-2025,37,1,88713.39844,10
2333,1116,3323,08-07-2025,251298.0469,30,Active,06-07-2025,9,0,142996.6406,9
2334,3456,4762,28-10-2024,269306.625,268,Legal Action,01-06-2025,42,1,64029.46094,6
2335,343,569,02-12-2024,371055.1875,233,Legal Action,02-07-2025,38,1,143306.7344,5
2336,994,4264,12-04-2025,385231.1563,102,Active,28-06-2025,15,0,116632.0781,2
2337,1690,2735,02-05-2025,279558.1875,82,Active,01-06-2025,17,0,91237.5,4
2338,2826,1612,10-11-2024,916331.3125,255,Settled,11-07-2025,21,1,631864.1875,3
2339,3087,3225,04-03-2025,122350.1563,141,Legal Action,04-07-2025,28,1,41470.14844,9
2340,101,2225,21-11-2024,130841.1719,244,Active,25-05-2025,24,1,61413.67188,1
2341,1651,167,11-09-2022,603941.25,1046,Written Off,17-06-2025,62,1,203505.875,1
2342,334,62,06-11-2024,206263.7344,259,Active,15-06-2025,16,0,115922.2969,3
2343,2185,4771,29-10-2023,408199.9063,633,Legal Action,07-06-2025,30,1,82561.13281,4
2344,4799,3235,02-07-2025,378501.0625,30,Active,25-06-2025,23,0,149245.2656,10
2345,4199,1465,09-03-2024,509054.1875,501,Active,24-04-2025,23,1,83756,1
2346,1392,2306,05-08-2024,342224,352,Active,06-05-2025,12,0,97992.3125,2
2347,4772,530,15-03-2024,391808.9375,495,Legal Action,22-05-2025,23,1,80517.22656,2
2348,4118,2920,07-07-2025,409363.9688,30,Active,13-07-2025,9,0,222280.0938,3
2349,1543,2596,21-10-2023,241134.25,641,Legal Action,24-06-2025,47,1,161747.6563,9
2350,2930,3050,30-12-2024,293380.7813,205,Legal Action,08-06-2025,33,1,89556.25781,9
2351,2093,21,16-04-2025,234522.0625,98,Active,19-05-2025,13,0,84911.46094,6
2352,3965,4794,17-12-2024,180730.9063,218,Legal Action,09-05-2025,41,1,121009.4375,7
2353,659,640,04-04-2024,666116.3125,475,Legal Action,29-06-2025,17,1,383821.0938,1
2354,2966,3072,13-07-2025,401587.6563,30,Active,11-07-2025,15,0,227212.3281,9
2355,1986,4725,07-06-2022,300158.9063,1142,Written Off,28-05-2025,63,1,53734.89844,3
2356,4591,3085,20-11-2024,168839.8281,245,Active,14-05-2025,24,1,59850.03125,2
2357,4783,4445,20-09-2023,641760.75,672,Legal Action,08-05-2025,39,1,358675.625,5
2358,3883,3865,03-06-2025,562028.3125,50,Active,20-06-2025,19,1,122534.8828,1
2359,2347,578,28-03-2025,410802.5313,117,Active,27-05-2025,22,0,172135.4375,5
2360,67,4583,04-02-2025,280733.8438,169,Active,01-07-2025,26,0,87620.10156,3
2361,3810,4799,09-06-2025,169415.6719,44,Active,22-07-2025,26,0,57515.16016,4
2362,3204,3910,19-03-2023,263735.1563,857,Written Off,19-06-2025,57,1,94342.1875,3
2363,4059,3775,10-10-2023,375783.9688,652,Legal Action,05-06-2025,29,1,216981.375,2
2364,576,974,25-01-2025,131612.8125,179,Active,22-07-2025,30,0,34819.85156,5
2365,821,916,06-05-2024,416036.9688,443,Legal Action,28-06-2025,32,1,93140.39063,2
2366,2636,2691,03-01-2024,186936.375,567,Active,24-04-2025,29,0,86449.47656,8
2367,1261,1677,26-12-2024,346373.875,209,Active,22-05-2025,21,1,56438.23047,1
2368,4244,722,24-05-2025,150109.5,60,Active,11-06-2025,6,0,39658.80859,9
2369,3272,4947,20-04-2024,226440.7969,459,Legal Action,28-05-2025,28,1,52432.28125,2
2370,4338,1682,28-12-2022,171503.6875,938,Legal Action,21-05-2025,22,1,102535.0313,2
2371,4583,1648,04-10-2023,356193.625,658,Active,17-07-2025,29,0,180454.7031,4
2372,3531,3791,25-09-2024,203759.0156,301,Active,16-07-2025,8,1,31320.96094,2
2373,3642,55,10-01-2024,515597.8125,560,Legal Action,24-06-2025,45,1,81734.89063,7
2374,4487,4717,31-10-2024,563604.8125,265,Legal Action,16-07-2025,23,1,314355.125,10
2375,846,4609,07-06-2025,458451.8125,46,Legal Action,13-06-2025,34,1,145571.2031,1
2376,1225,2499,28-09-2024,176427.75,298,Legal Action,15-07-2025,43,1,84431,6
2377,2456,3168,24-01-2024,323405.75,546,Active,29-05-2025,14,0,55572.17969,2
2378,1474,1250,28-10-2024,135996.0938,268,Legal Action,08-07-2025,19,1,45386.69922,5
2379,3348,1943,21-07-2025,200530.8281,30,Active,05-07-2025,18,0,111516.5078,1
2380,4894,357,11-04-2025,381541.8125,103,Legal Action,03-07-2025,20,1,106468.8984,5
2381,2366,4522,31-07-2022,566888.125,1088,Written Off,10-06-2025,26,1,23734.75977,6
2382,4982,1501,07-07-2025,819167.0625,30,Active,21-07-2025,18,0,265974.4375,7
2383,1303,3981,09-09-2022,328685.25,1048,Written Off,20-07-2025,33,1,72989.34375,7
2384,674,1892,17-03-2024,437890.8438,493,Legal Action,16-07-2025,43,1,188610.2969,6
2385,1451,3469,23-01-2025,242134.0469,181,Active,29-06-2025,8,0,58267.12109,8
2386,1015,486,24-05-2025,166807.8125,60,Active,08-07-2025,21,0,74703.77344,5
2387,4134,371,30-12-2023,178476.6094,571,Written Off,21-05-2025,57,1,9381.860352,10
2388,303,65,06-05-2022,162985.6094,1174,Legal Action,26-06-2025,47,1,95704.00781,10
2389,991,2631,11-12-2024,426506.9688,224,Legal Action,04-05-2025,19,1,284020.4063,9
2390,3308,3744,25-01-2025,902484.0625,179,Active,17-06-2025,9,0,486145.5625,8
2391,798,1202,08-10-2023,281549.5,654,Written Off,05-06-2025,41,1,42354.42969,8
2392,1905,35,24-05-2025,299889.2813,60,Legal Action,06-06-2025,48,1,189994.4063,6
2393,676,3040,14-05-2022,260053.6719,1166,Written Off,16-07-2025,70,1,49986.32031,3
2394,3280,2863,06-06-2025,258652.7969,47,Active,08-07-2025,28,0,29585.92969,4
2395,2484,4703,09-09-2024,135572.625,317,Active,13-06-2025,27,1,38125.67188,3
2396,3463,3972,17-02-2024,288499.9063,522,Written Off,21-05-2025,25,1,45225.5,2
2397,2544,4292,13-06-2025,224946.5469,40,Legal Action,04-07-2025,15,1,146800.5156,6
2398,3790,1595,21-07-2025,404044.125,30,Active,23-06-2025,10,0,118599.6875,8
2399,905,3697,25-05-2025,203191.8438,59,Legal Action,30-05-2025,42,1,66516.72656,7
2400,4322,3931,09-04-2023,353171.375,836,Settled,10-06-2025,12,0,314587,6
2401,4326,800,23-06-2025,431869.8438,30,Active,25-06-2025,11,0,183927.9844,6
2402,903,4237,23-08-2024,388377.1563,334,Active,20-05-2025,23,1,212406.4844,6
2403,23,3770,06-07-2025,281126.2813,30,Legal Action,14-07-2025,22,1,62688.21875,6
2404,4127,4814,12-08-2024,228976.2813,345,Active,18-05-2025,10,1,64478.19141,9
2405,3778,3741,10-11-2024,418642.7188,255,Active,30-05-2025,14,0,47640.92969,7
2406,3094,4930,04-06-2025,303970.4375,49,Active,18-06-2025,17,0,112338.5469,5
2407,1160,3895,10-12-2024,265605.7813,225,Settled,02-05-2025,29,1,136755.2031,6
2408,1709,1049,10-03-2024,408950.7813,500,Written Off,02-06-2025,37,1,115396.1016,7
2409,1371,1333,06-07-2025,432344.5313,30,Legal Action,02-07-2025,25,1,261474.25,5
2410,3135,187,15-06-2025,249463.6719,38,Active,30-06-2025,29,0,85430.11719,10
2411,2585,1669,26-04-2025,186592.5469,88,Active,01-06-2025,25,0,8035.359863,3
2412,1516,2698,25-03-2025,109408.8906,120,Legal Action,01-07-2025,34,1,18487.66992,5
2413,830,2910,04-06-2025,236934.6875,49,Active,28-06-2025,11,0,58220.42969,3
2414,2918,4139,28-12-2023,318324.7188,573,Active,29-06-2025,24,0,83910.5,3
2415,3326,2842,12-06-2025,459944.7188,41,Active,18-06-2025,18,0,43850.94922,6
2416,3591,461,20-11-2024,171359.5156,245,Active,16-05-2025,29,0,51516.87109,7
2417,2719,4638,18-08-2024,305365.6563,339,Active,11-07-2025,10,1,65842.8125,8
2418,2938,4823,06-03-2024,191118.4063,504,Active,21-07-2025,20,0,60804.76172,6
2419,4188,3115,22-07-2025,277724.5,30,Legal Action,14-07-2025,49,1,50613.23047,6
2420,1943,2222,22-11-2024,301577.9063,243,Active,14-05-2025,18,0,1490.589966,5
2421,701,196,21-02-2024,207794.625,518,Legal Action,25-05-2025,43,1,99385.15625,1
2422,4049,1824,18-02-2025,697045.9375,155,Legal Action,11-06-2025,40,1,301185.1875,10
2423,556,1325,22-01-2024,323808.0938,548,Active,01-06-2025,7,1,131153.6719,7
2424,4270,1487,26-03-2025,531516.4375,119,Active,18-07-2025,5,0,222324.9375,3
2425,612,2526,20-08-2022,143806.1094,1068,Written Off,11-07-2025,60,1,25877.55078,5
2426,3375,1815,08-02-2025,169350.0625,165,Active,20-05-2025,8,0,17658.07031,3
2427,2020,4370,12-01-2024,392119.7188,558,Legal Action,13-07-2025,15,1,208057.1875,1
2428,3992,421,23-01-2025,479453.5938,181,Settled,10-05-2025,16,0,479453.5938,2
2429,3751,3257,17-07-2025,231399.0156,30,Active,01-07-2025,16,0,96350.71875,8
2430,3210,4934,03-08-2024,604699.5625,354,Active,01-05-2025,14,1,240970.3438,4
2431,952,4784,17-05-2025,360146.375,67,Active,30-06-2025,12,0,176117.5156,3
2432,1991,4616,20-03-2025,391809.7188,125,Active,29-06-2025,6,0,44334.87891,7
2433,582,832,11-02-2025,183548.3125,162,Active,26-05-2025,17,0,67653.59375,2
2434,2353,4732,19-04-2023,340273.375,826,Written Off,29-04-2025,40,1,40751.07813,3
2435,4799,3236,12-02-2025,334923.875,161,Active,08-06-2025,8,0,84552.57813,9
2436,3922,1130,04-06-2025,308801.4375,49,Active,13-06-2025,17,0,182353.6875,10
2437,5000,2291,27-04-2025,444019.125,87,Active,10-06-2025,27,0,87840.96094,3
2438,297,1294,25-06-2024,628706.8125,393,Legal Action,07-05-2025,44,1,449464.875,6
2439,220,825,18-02-2025,283317.4688,155,Legal Action,10-05-2025,48,1,106788.2734,3
2440,4691,3996,10-02-2025,301427.3125,163,Active,27-06-2025,19,0,66690,4
2441,4165,3958,28-03-2025,381528.125,117,Active,12-06-2025,30,0,202113.4844,8
2442,2870,731,20-05-2024,298261.4063,429,Written Off,18-05-2025,58,1,66664.5625,10
2443,70,2216,15-10-2024,253173.1563,281,Active,22-07-2025,13,1,24106.07031,3
2444,1077,351,27-11-2024,425709.0938,238,Active,29-04-2025,11,1,209647.1875,5
2445,621,4012,07-11-2024,459373.5313,258,Active,19-07-2025,15,0,115966.8984,1
2446,3770,1069,27-08-2024,381613.9063,330,Settled,09-06-2025,37,0,377639.0313,5
2447,1778,3409,10-09-2024,473595.5,316,Legal Action,02-07-2025,16,1,159602.4531,1
2448,4468,1999,03-06-2025,167047.6719,50,Active,19-06-2025,25,0,28715.65039,8
2449,4285,1971,29-12-2024,367738.0938,206,Legal Action,15-05-2025,21,1,96282.3125,10
2450,3151,477,04-12-2023,286487.4688,597,Legal Action,12-07-2025,42,1,99893.82813,7
2451,2653,4895,14-07-2024,548049.25,374,Legal Action,04-06-2025,28,1,195420.5938,4
2452,3361,4955,02-02-2025,405780.4063,171,Legal Action,18-07-2025,25,1,147608.5781,4
2453,569,976,22-04-2024,378051.4688,457,Written Off,24-05-2025,36,1,59371.01172,2
2454,487,3326,13-10-2023,413997.6563,649,Settled,27-05-2025,18,0,245942.0469,5
2455,2414,2993,30-06-2025,206790.1563,30,Legal Action,25-06-2025,24,1,35911.16016,2
2456,1864,1330,25-09-2023,350248.1875,667,Active,21-06-2025,18,0,69339.09375,8
2457,3284,2896,25-04-2022,207969.2188,1185,Settled,02-07-2025,35,0,180870.0781,10
2458,4827,1401,24-03-2025,321529.0313,121,Active,01-05-2025,22,0,30120.71094,10
2459,2663,639,18-11-2023,186480.625,613,Active,22-07-2025,29,0,39417.82031,5
2460,4975,1256,31-12-2024,232959.1875,204,Legal Action,03-06-2025,26,1,172558.4375,9
2461,762,3924,10-10-2024,219130.4375,286,Active,11-06-2025,18,0,139939.125,4
2462,725,3384,16-01-2025,415028.1563,188,Settled,10-07-2025,19,0,287702.2188,5
2463,151,3591,04-05-2025,238798.0938,80,Active,17-05-2025,6,0,5278.009766,2
2464,2838,953,29-04-2023,270410.5625,816,Written Off,04-07-2025,49,1,6687.129883,10
2465,114,3913,29-05-2025,228733.6719,55,Active,30-06-2025,6,0,21612.75977,2
2466,4425,4315,10-02-2024,173903.6875,529,Legal Action,16-06-2025,21,1,53436.96875,6
2467,4306,4945,03-05-2025,345573.375,81,Legal Action,11-05-2025,49,1,261958.0625,6
2468,2009,3439,31-05-2023,502346.125,784,Settled,01-06-2025,19,1,327869.125,3
2469,1575,2586,08-07-2025,397184.0938,30,Active,03-07-2025,12,0,77240.74219,2
2470,3727,1884,01-08-2024,243334.7656,356,Active,14-07-2025,9,0,42179.89063,9
2471,964,4735,16-07-2025,409912.0625,30,Active,05-07-2025,24,0,118958.3203,10
2472,2724,3550,13-10-2023,283163.3125,649,Legal Action,05-05-2025,37,1,146102.8438,3
2473,3538,4697,23-07-2025,363473.875,30,Active,13-07-2025,25,0,164276.8281,2
2474,159,4597,16-08-2024,411927.4063,341,Active,14-06-2025,15,0,49042.94141,3
2475,577,1063,26-11-2023,454595.5625,605,Written Off,04-05-2025,54,1,68793.77344,10
2476,3445,1061,10-07-2024,461379.1563,378,Active,16-07-2025,14,1,12457,1
2477,2156,435,05-07-2025,151057.1406,30,Active,23-06-2025,6,0,30617.18945,9
2478,1997,3222,18-11-2024,903265.625,247,Active,18-07-2025,26,0,386273.5625,7
2479,594,275,26-06-2025,243335.6875,30,Active,26-06-2025,9,0,150846.4844,7
2480,1846,1558,07-04-2025,292161.0938,107,Active,22-07-2025,6,0,92652.57031,6
2481,3977,947,24-01-2025,249362.625,180,Legal Action,06-07-2025,46,1,48732.39844,6
2482,3785,3237,05-09-2024,516296.7813,321,Legal Action,20-05-2025,37,1,59540.08984,4
2483,1974,1875,17-11-2023,389354.75,614,Active,06-06-2025,15,1,92773.28125,3
2484,1528,4258,26-11-2024,335474.6875,239,Active,25-06-2025,30,0,49504.32813,10
2485,3992,422,11-06-2024,391534.7188,407,Active,22-06-2025,11,0,2300.429932,5
2486,2985,674,26-08-2024,469954.9375,331,Settled,08-06-2025,24,0,270054.2188,5
2487,132,4816,15-04-2025,467524.9375,99,Active,01-07-2025,19,0,213081.9531,8
2488,4491,4574,27-11-2024,680028,238,Legal Action,09-07-2025,27,1,132926.2656,4
2489,2438,2495,31-08-2024,387013.2188,326,Active,26-04-2025,16,0,129410.6406,7
2490,4478,2618,08-12-2023,490696.125,593,Active,10-06-2025,19,0,118451.1563,5
2491,1312,2100,15-12-2024,679857.8125,220,Legal Action,26-04-2025,32,1,295558.0313,6
2492,4360,4641,26-03-2025,160154.7031,119,Active,13-07-2025,13,0,9037.80957,3
2493,3354,2257,04-06-2023,174175.2188,780,Legal Action,07-07-2025,24,1,64437.46094,9
2494,4073,3975,04-11-2022,342412.9063,992,Written Off,14-06-2025,40,1,101916.8594,1
2495,2446,1309,30-06-2025,279153.375,30,Active,17-07-2025,24,0,91824.47656,6
2496,2470,1469,27-09-2024,174897.4844,299,Legal Action,30-05-2025,49,1,84280.6875,10
2497,4533,1195,07-05-2024,540597.8125,442,Legal Action,26-06-2025,31,1,197693.5938,7
2498,3785,3238,17-03-2025,336656.0313,128,Legal Action,11-06-2025,29,1,93924.89844,9
2499,2230,2890,04-06-2025,309848.125,49,Active,21-06-2025,29,0,51671.80859,2
2500,517,4093,11-05-2025,131470.5469,73,Legal Action,14-06-2025,50,1,73772.29688,8
2501,4778,3533,02-05-2025,474087.25,82,Legal Action,13-05-2025,24,1,128125.8125,3
2502,4269,2704,27-06-2025,681442.625,30,Active,11-07-2025,25,1,86104.99219,10
2503,944,3273,13-04-2025,415507.1563,101,Legal Action,16-06-2025,16,1,299341.4375,9
2504,1676,961,06-06-2025,226912.5938,47,Active,14-06-2025,5,0,101245.6563,7
2505,1231,595,19-06-2023,664500.0625,765,Written Off,05-05-2025,66,1,97330.54688,2
2506,4272,1054,27-10-2024,358508.125,269,Active,17-05-2025,10,0,100582.9219,6
2507,4587,679,25-02-2025,508037.5938,148,Active,01-05-2025,13,1,99831.25781,1
2508,4912,2582,20-03-2025,426415.1563,125,Active,05-06-2025,8,0,6496.640137,4
2509,1795,2583,13-12-2024,275843.7813,222,Active,19-05-2025,10,1,89933.85156,7
2510,255,4495,11-09-2024,361793.875,315,Active,12-05-2025,27,0,156986.2656,9
2511,235,4440,04-05-2024,446550.7188,445,Settled,08-05-2025,22,1,180383.5625,5
2512,4238,1397,13-07-2024,500083.4063,375,Legal Action,13-05-2025,23,1,245249.7031,2
2513,4940,2184,15-06-2025,359551.2813,38,Active,21-07-2025,14,0,209740.0156,1
2514,2492,2372,02-07-2024,363180.9375,386,Active,14-07-2025,6,1,3567.02002,8
2515,4236,2798,08-06-2025,497297.875,45,Active,25-06-2025,26,0,235894.9844,8
2516,3356,1901,16-10-2024,340173.7813,280,Legal Action,22-06-2025,37,1,130336.3438,8
2517,1858,11,07-05-2025,409615.375,77,Active,23-05-2025,26,0,204012.3594,3
2518,2242,2812,22-01-2024,228443.4063,548,Active,19-05-2025,23,1,76536.5,9
2519,2624,1358,17-07-2024,350937.5,371,Legal Action,03-06-2025,17,1,208796.0625,7
2520,1269,2164,19-10-2023,225341.8438,643,Legal Action,23-05-2025,32,1,111134.3125,3
2521,21,3192,07-11-2023,291395.375,624,Active,28-04-2025,18,0,124535.1328,6
2522,485,4006,12-12-2024,358450.125,223,Active,02-06-2025,26,1,193615.2656,3
2523,4860,900,22-08-2023,217332.7969,701,Active,02-07-2025,11,1,34744.01953,10
2524,1400,3769,07-02-2025,477478.625,166,Active,17-06-2025,30,0,101278.5938,3
2525,404,1809,20-07-2023,713642.1875,734,Legal Action,04-06-2025,18,1,434217.125,5
2526,2735,379,19-11-2024,441465.8438,246,Active,06-05-2025,7,1,177817.1406,8
2527,1836,3870,23-10-2024,653172.25,273,Settled,30-05-2025,26,0,591043.4375,3
2528,3444,1568,30-07-2024,89653.5,358,Legal Action,26-06-2025,29,1,62080.78906,2
2529,2617,3186,09-05-2025,262728.2813,75,Active,12-06-2025,29,0,9872.120117,6
2530,1326,3835,17-09-2022,386678.9375,1040,Legal Action,26-05-2025,30,1,66464.42188,6
2531,2281,1181,05-04-2024,557916.6875,474,Settled,31-05-2025,38,1,272567.3125,5
2532,3138,4972,30-06-2023,295287.5,754,Written Off,13-05-2025,67,1,63638.17969,9
2533,1437,3171,21-02-2025,319162.8438,152,Active,06-05-2025,22,0,120672.4297,2
2534,2818,3705,28-01-2025,300332.4063,176,Active,08-07-2025,23,0,167690.7969,9
2535,4270,1486,27-10-2022,374630.625,1000,Legal Action,05-07-2025,27,1,251551.4375,6
2536,3948,1570,11-03-2025,168090.6719,134,Active,08-06-2025,15,0,79463.0625,8
2537,3662,289,14-09-2022,886113.5625,1043,Legal Action,09-07-2025,27,1,194909.7813,9
2538,1377,1004,20-05-2023,454763.4375,795,Written Off,12-06-2025,27,1,70256.53125,1
2539,2997,3522,26-11-2023,344616.7813,605,Written Off,18-07-2025,66,1,48046.05859,7
2540,4001,3109,07-11-2024,277308.5313,258,Active,24-04-2025,8,1,91612.70313,5
